# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-02-19 04:36:13 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07374000 Mississippi River at Baton Rouge, LA
# -----------------------------------------------------------------------------------
#
# Data provided for site 07374000
#            TS   parameter     Description
#         62512       00010     Temperature, water, degrees Celsius
#         62515       00400     pH, water, unfiltered, field, standard units
#         62516       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#         62518       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd,site_no,datetime,tz_cd,62512_00010,62512_00010_cd,62515_00400,62515_00400_cd,62516_63680,62516_63680_cd,62518_00300,62518_00300_cd
USGS,07374000,2014-11-03 07:00,CST,17.4,A,7.8,A,71.0,A,8.3,A
USGS,07374000,2014-11-03 08:00,CST,17.4,A,7.8,A,67.0,A,8.3,A
USGS,07374000,2014-11-03 09:00,CST,17.4,A,7.8,A,70.0,A,8.3,A
USGS,07374000,2014-11-03 10:00,CST,17.4,A,7.8,A,69.0,A,8.3,A
USGS,07374000,2014-11-03 11:00,CST,17.5,A,7.8,A,95.0,A,8.3,A
USGS,07374000,2014-11-03 12:00,CST,17.5,A,7.8,A,72.0,A,8.3,A
USGS,07374000,2014-11-03 13:00,CST,17.6,A,7.8,A,74.0,A,8.3,A
USGS,07374000,2014-11-03 14:00,CST,17.6,A,7.8,A,73.0,A,8.4,A
USGS,07374000,2014-11-03 15:00,CST,17.6,A,7.8,A,66.0,A,8.4,A
USGS,07374000,2014-11-03 16:00,CST,17.6,A,7.8,A,68.0,A,8.4,A
USGS,07374000,2014-11-03 17:00,CST,17.5,A,7.8,A,68.0,A,8.4,A
USGS,07374000,2014-11-03 18:00,CST,17.5,A,7.8,A,65.0,A,8.4,A
USGS,07374000,2014-11-03 19:00,CST,17.5,A,7.8,A,65.0,A,8.4,A
USGS,07374000,2014-11-03 20:00,CST,17.5,A,7.8,A,60.0,A,8.4,A
USGS,07374000,2014-11-03 21:00,CST,17.4,A,7.8,A,64.0,A,8.4,A
USGS,07374000,2014-11-03 22:00,CST,17.4,A,7.8,A,66.0,A,8.4,A
USGS,07374000,2014-11-03 23:00,CST,17.4,A,7.8,A,64.0,A,8.4,A
USGS,07374000,2014-11-04 00:00,CST,17.4,A,7.8,A,63.0,A,8.4,A
USGS,07374000,2014-11-04 01:00,CST,17.4,A,7.8,A,66.0,A,8.4,A
USGS,07374000,2014-11-04 02:00,CST,17.4,A,7.8,A,69.0,A,8.4,A
USGS,07374000,2014-11-04 03:00,CST,17.3,A,7.8,A,72.0,A,8.4,A
USGS,07374000,2014-11-04 04:00,CST,17.3,A,7.8,A,67.0,A,8.4,A
USGS,07374000,2014-11-04 05:00,CST,17.3,A,7.8,A,59.0,A,8.4,A
USGS,07374000,2014-11-04 06:00,CST,17.3,A,7.8,A,66.0,A,8.4,A
USGS,07374000,2014-11-04 07:00,CST,17.3,A,7.8,A,62.0,A,8.4,A
USGS,07374000,2014-11-04 08:00,CST,17.3,A,7.8,A,60.0,A,8.4,A
USGS,07374000,2014-11-04 09:00,CST,17.2,A,7.8,A,65.0,A,8.4,A
USGS,07374000,2014-11-04 10:00,CST,17.4,A,7.8,A,65.0,A,8.5,A
USGS,07374000,2014-11-04 11:00,CST,17.4,A,7.8,A,75.0,A,8.5,A
USGS,07374000,2014-11-04 12:00,CST,17.4,A,7.8,A,67.0,A,8.5,A
USGS,07374000,2014-11-04 13:00,CST,17.4,A,7.8,A,72.0,A,8.5,A
USGS,07374000,2014-11-04 14:00,CST,17.4,A,7.8,A,72.0,A,8.5,A
USGS,07374000,2014-11-04 15:00,CST,17.4,A,7.8,A,61.0,A,8.5,A
USGS,07374000,2014-11-04 16:00,CST,17.4,A,7.8,A,67.0,A,8.5,A
USGS,07374000,2014-11-04 17:00,CST,17.4,A,7.8,A,71.0,A,8.5,A
USGS,07374000,2014-11-04 18:00,CST,17.4,A,7.8,A,69.0,A,8.5,A
USGS,07374000,2014-11-04 19:00,CST,17.4,A,7.8,A,57.0,A,8.5,A
USGS,07374000,2014-11-04 20:00,CST,17.4,A,7.8,A,57.0,A,8.5,A
USGS,07374000,2014-11-04 21:00,CST,17.4,A,7.8,A,56.0,A,8.5,A
USGS,07374000,2014-11-04 22:00,CST,17.3,A,7.8,A,61.0,A,8.5,A
USGS,07374000,2014-11-04 23:00,CST,17.3,A,7.8,A,59.0,A,8.5,A
USGS,07374000,2014-11-05 00:00,CST,17.3,A,7.8,A,53.0,A,8.5,A
USGS,07374000,2014-11-05 01:00,CST,17.3,A,7.8,A,60.0,A,8.5,A
USGS,07374000,2014-11-05 02:00,CST,17.2,A,7.8,A,59.0,A,8.5,A
USGS,07374000,2014-11-05 03:00,CST,17.2,A,7.8,A,58.0,A,8.5,A
USGS,07374000,2014-11-05 04:00,CST,17.2,A,7.8,A,58.0,A,8.5,A
USGS,07374000,2014-11-05 05:00,CST,17.2,A,7.8,A,57.0,A,8.5,A
USGS,07374000,2014-11-05 06:00,CST,17.2,A,7.8,A,57.0,A,8.6,A
USGS,07374000,2014-11-05 07:00,CST,17.2,A,7.8,A,57.0,A,8.5,A
USGS,07374000,2014-11-05 08:00,CST,17.2,A,7.8,A,56.0,A,8.6,A
USGS,07374000,2014-11-05 09:00,CST,17.1,A,7.8,A,58.0,A,8.6,A
USGS,07374000,2014-11-05 10:00,CST,17.2,A,7.8,A,59.0,A,8.6,A
USGS,07374000,2014-11-05 11:00,CST,17.1,A,7.8,A,51.0,A,8.6,A
USGS,07374000,2014-11-05 12:00,CST,17.2,A,7.8,A,58.0,A,8.6,A
USGS,07374000,2014-11-05 13:00,CST,17.1,A,7.8,A,57.0,A,8.6,A
USGS,07374000,2014-11-05 14:00,CST,17.2,A,7.8,A,60.0,A,8.6,A
USGS,07374000,2014-11-05 15:00,CST,17.1,A,7.8,A,76.0,A,8.6,A
USGS,07374000,2014-11-05 16:00,CST,17.1,A,7.8,A,59.0,A,8.6,A
USGS,07374000,2014-11-05 17:00,CST,17.1,A,7.8,A,61.0,A,8.6,A
USGS,07374000,2014-11-05 18:00,CST,17.1,A,7.8,A,53.0,A,8.6,A
USGS,07374000,2014-11-05 19:00,CST,17.1,A,7.8,A,52.0,A,8.6,A
USGS,07374000,2014-11-05 20:00,CST,17.1,A,7.8,A,52.0,A,8.6,A
USGS,07374000,2014-11-05 21:00,CST,17.1,A,7.9,A,51.0,A,8.6,A
USGS,07374000,2014-11-05 22:00,CST,17.1,A,7.9,A,51.0,A,8.6,A
USGS,07374000,2014-11-05 23:00,CST,17.1,A,7.9,A,50.0,A,8.6,A
USGS,07374000,2014-11-06 00:00,CST,17.1,A,7.9,A,51.0,A,8.6,A
USGS,07374000,2014-11-06 01:00,CST,17.0,A,7.9,A,50.0,A,8.6,A
USGS,07374000,2014-11-06 02:00,CST,17.0,A,7.9,A,51.0,A,8.6,A
USGS,07374000,2014-11-06 03:00,CST,17.0,A,7.9,A,49.0,A,8.6,A
USGS,07374000,2014-11-06 04:00,CST,17.0,A,7.9,A,48.0,A,8.6,A
USGS,07374000,2014-11-06 05:00,CST,17.0,A,7.9,A,49.0,A,8.6,A
USGS,07374000,2014-11-06 06:00,CST,17.0,A,7.9,A,48.0,A,8.6,A
USGS,07374000,2014-11-06 07:00,CST,17.0,A,7.9,A,47.0,A,8.6,A
USGS,07374000,2014-11-06 08:00,CST,17.0,A,7.9,A,46.0,A,8.6,A
USGS,07374000,2014-11-06 09:00,CST,17.0,A,7.9,A,47.0,A,8.6,A
USGS,07374000,2014-11-06 10:00,CST,17.0,A,7.9,A,47.0,A,8.6,A
USGS,07374000,2014-11-06 11:00,CST,17.0,A,7.9,A,48.0,A,8.6,A
USGS,07374000,2014-11-06 12:00,CST,17.0,A,7.9,A,50.0,A,8.7,A
USGS,07374000,2014-11-06 13:00,CST,17.0,A,7.9,A,74.0,A,8.6,A
USGS,07374000,2014-11-06 14:00,CST,17.1,A,7.9,A,53.0,A,8.7,A
USGS,07374000,2014-11-06 15:00,CST,17.0,A,7.9,A,50.0,A,8.7,A
USGS,07374000,2014-11-06 16:00,CST,17.0,A,7.9,A,48.0,A,8.7,A
USGS,07374000,2014-11-06 17:00,CST,17.0,A,7.9,A,46.0,A,8.7,A
USGS,07374000,2014-11-06 18:00,CST,17.0,A,7.9,A,49.0,A,8.7,A
USGS,07374000,2014-11-06 19:00,CST,17.0,A,7.9,A,45.0,A,8.7,A
USGS,07374000,2014-11-06 20:00,CST,17.0,A,7.9,A,46.0,A,8.7,A
USGS,07374000,2014-11-06 21:00,CST,16.9,A,7.9,A,49.0,A,8.7,A
USGS,07374000,2014-11-06 22:00,CST,16.9,A,7.9,A,46.0,A,8.7,A
USGS,07374000,2014-11-06 23:00,CST,16.9,A,7.9,A,45.0,A,8.7,A
USGS,07374000,2014-11-07 00:00,CST,16.9,A,7.9,A,45.0,A,8.7,A
USGS,07374000,2014-11-07 01:00,CST,16.9,A,7.9,A,47.0,A,8.7,A
USGS,07374000,2014-11-07 02:00,CST,16.8,A,7.9,A,49.0,A,8.7,A
USGS,07374000,2014-11-07 03:00,CST,16.8,A,7.9,A,45.0,A,8.7,A
USGS,07374000,2014-11-07 04:00,CST,16.8,A,7.9,A,47.0,A,8.7,A
USGS,07374000,2014-11-07 05:00,CST,16.7,A,7.9,A,47.0,A,8.7,A
USGS,07374000,2014-11-07 06:00,CST,16.7,A,7.9,A,43.0,A,8.7,A
USGS,07374000,2014-11-07 07:00,CST,16.7,A,7.9,A,45.0,A,8.7,A
USGS,07374000,2014-11-07 08:00,CST,16.6,A,7.9,A,41.0,A,8.7,A
USGS,07374000,2014-11-07 09:00,CST,16.6,A,7.9,A,48.0,A,8.8,A
USGS,07374000,2014-11-07 10:00,CST,16.7,A,7.9,A,45.0,A,8.8,A
USGS,07374000,2014-11-07 11:00,CST,16.7,A,7.9,A,48.0,A,8.8,A
USGS,07374000,2014-11-07 12:00,CST,16.8,A,7.9,A,47.0,A,8.8,A
USGS,07374000,2014-11-07 13:00,CST,16.8,A,7.9,A,46.0,A,8.8,A
USGS,07374000,2014-11-07 14:00,CST,16.8,A,7.9,A,43.0,A,8.8,A
USGS,07374000,2014-11-07 15:00,CST,16.8,A,7.9,A,43.0,A,8.8,A
USGS,07374000,2014-11-07 16:00,CST,16.7,A,7.9,A,41.0,A,8.8,A
USGS,07374000,2014-11-07 17:00,CST,16.6,A,7.9,A,41.0,A,8.8,A
USGS,07374000,2014-11-07 18:00,CST,16.6,A,7.9,A,45.0,A,8.8,A
USGS,07374000,2014-11-07 19:00,CST,16.6,A,7.9,A,42.0,A,8.8,A
USGS,07374000,2014-11-07 20:00,CST,16.5,A,7.9,A,42.0,A,8.8,A
USGS,07374000,2014-11-07 21:00,CST,16.5,A,7.9,A,47.0,A,8.8,A
USGS,07374000,2014-11-07 22:00,CST,16.5,A,7.9,A,41.0,A,8.8,A
USGS,07374000,2014-11-07 23:00,CST,16.5,A,7.9,A,40.0,A,8.8,A
USGS,07374000,2014-11-08 00:00,CST,16.5,A,7.9,A,38.0,A,8.8,A
USGS,07374000,2014-11-08 01:00,CST,16.5,A,7.9,A,38.0,A,8.8,A
USGS,07374000,2014-11-08 02:00,CST,16.4,A,7.9,A,44.0,A,8.8,A
USGS,07374000,2014-11-08 03:00,CST,16.4,A,7.9,A,47.0,A,8.8,A
USGS,07374000,2014-11-08 04:00,CST,16.4,A,7.9,A,40.0,A,8.8,A
USGS,07374000,2014-11-08 05:00,CST,16.4,A,7.9,A,41.0,A,8.8,A
USGS,07374000,2014-11-08 06:00,CST,16.3,A,7.9,A,42.0,A,8.8,A
USGS,07374000,2014-11-08 07:00,CST,16.3,A,7.9,A,39.0,A,8.8,A
USGS,07374000,2014-11-08 08:00,CST,16.3,A,7.9,A,43.0,A,8.8,A
USGS,07374000,2014-11-08 09:00,CST,16.3,A,7.9,A,41.0,A,8.9,A
USGS,07374000,2014-11-08 10:00,CST,16.4,A,7.9,A,37.0,A,8.9,A
USGS,07374000,2014-11-08 11:00,CST,16.4,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-08 12:00,CST,16.5,A,7.9,A,39.0,A,8.9,A
USGS,07374000,2014-11-08 13:00,CST,16.5,A,7.9,A,38.0,A,8.9,A
USGS,07374000,2014-11-08 14:00,CST,16.6,A,7.9,A,45.0,A,8.9,A
USGS,07374000,2014-11-08 15:00,CST,16.5,A,7.9,A,42.0,A,8.9,A
USGS,07374000,2014-11-08 16:00,CST,16.5,A,7.9,A,38.0,A,8.9,A
USGS,07374000,2014-11-08 17:00,CST,16.4,A,7.9,A,50.0,A,8.9,A
USGS,07374000,2014-11-08 18:00,CST,16.4,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-08 19:00,CST,16.3,A,7.9,A,45.0,A,8.9,A
USGS,07374000,2014-11-08 20:00,CST,16.3,A,7.9,A,41.0,A,8.9,A
USGS,07374000,2014-11-08 21:00,CST,16.3,A,7.9,A,39.0,A,8.9,A
USGS,07374000,2014-11-08 22:00,CST,16.3,A,7.9,A,39.0,A,8.9,A
USGS,07374000,2014-11-08 23:00,CST,16.3,A,7.9,A,43.0,A,8.9,A
USGS,07374000,2014-11-09 00:00,CST,16.3,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-09 01:00,CST,16.2,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-09 02:00,CST,16.2,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-09 03:00,CST,16.2,A,7.9,A,39.0,A,8.9,A
USGS,07374000,2014-11-09 04:00,CST,16.2,A,7.9,A,36.0,A,8.9,A
USGS,07374000,2014-11-09 05:00,CST,16.1,A,7.9,A,37.0,A,8.9,A
USGS,07374000,2014-11-09 06:00,CST,16.1,A,7.9,A,35.0,A,8.9,A
USGS,07374000,2014-11-09 07:00,CST,16.1,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-09 08:00,CST,16.1,A,7.9,A,38.0,A,8.9,A
USGS,07374000,2014-11-09 09:00,CST,16.1,A,7.9,A,38.0,A,8.9,A
USGS,07374000,2014-11-09 10:00,CST,16.2,A,7.9,A,36.0,A,8.9,A
USGS,07374000,2014-11-09 11:00,CST,16.3,A,7.9,A,37.0,A,8.9,A
USGS,07374000,2014-11-09 12:00,CST,16.3,A,7.9,A,41.0,A,8.9,A
USGS,07374000,2014-11-09 13:00,CST,16.4,A,7.9,A,37.0,A,9.0,A
USGS,07374000,2014-11-09 14:00,CST,16.4,A,7.9,A,39.0,A,9.0,A
USGS,07374000,2014-11-09 15:00,CST,16.4,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-09 16:00,CST,16.4,A,7.9,A,35.0,A,9.0,A
USGS,07374000,2014-11-09 17:00,CST,16.3,A,7.9,A,35.0,A,9.0,A
USGS,07374000,2014-11-09 18:00,CST,16.2,A,7.9,A,38.0,A,9.0,A
USGS,07374000,2014-11-09 19:00,CST,16.2,A,7.9,A,44.0,A,9.0,A
USGS,07374000,2014-11-09 20:00,CST,16.2,A,7.9,A,40.0,A,9.0,A
USGS,07374000,2014-11-09 21:00,CST,16.2,A,7.9,A,37.0,A,9.0,A
USGS,07374000,2014-11-09 22:00,CST,16.2,A,7.9,A,33.0,A,9.0,A
USGS,07374000,2014-11-09 23:00,CST,16.1,A,7.9,A,37.0,A,9.0,A
USGS,07374000,2014-11-10 00:00,CST,16.1,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-10 01:00,CST,16.1,A,7.9,A,35.0,A,9.0,A
USGS,07374000,2014-11-10 02:00,CST,16.1,A,7.9,A,35.0,A,9.0,A
USGS,07374000,2014-11-10 03:00,CST,16.0,A,7.9,A,37.0,A,9.0,A
USGS,07374000,2014-11-10 04:00,CST,16.0,A,7.9,A,34.0,A,9.0,A
USGS,07374000,2014-11-10 05:00,CST,16.0,A,7.9,A,34.0,A,9.0,A
USGS,07374000,2014-11-10 06:00,CST,15.9,A,7.9,A,35.0,A,8.9,A
USGS,07374000,2014-11-10 07:00,CST,15.9,A,7.9,A,40.0,A,8.9,A
USGS,07374000,2014-11-10 08:00,CST,15.9,A,7.9,A,40.0,A,9.0,A
USGS,07374000,2014-11-10 09:00,CST,15.9,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-10 10:00,CST,16.0,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-10 11:00,CST,16.1,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-10 12:00,CST,16.1,A,7.9,A,41.0,A,9.0,A
USGS,07374000,2014-11-10 13:00,CST,16.2,A,7.9,A,50.0,A,9.0,A
USGS,07374000,2014-11-10 14:00,CST,16.2,A,7.9,A,39.0,A,9.0,A
USGS,07374000,2014-11-10 15:00,CST,16.2,A,7.9,A,41.0,A,9.0,A
USGS,07374000,2014-11-10 16:00,CST,16.1,A,7.9,A,39.0,A,9.0,A
USGS,07374000,2014-11-10 17:00,CST,16.1,A,7.9,A,39.0,A,9.0,A
USGS,07374000,2014-11-10 18:00,CST,16.0,A,7.9,A,36.0,A,9.0,A
USGS,07374000,2014-11-10 19:00,CST,16.0,A,7.9,A,43.0,A,9.0,A
USGS,07374000,2014-11-10 20:00,CST,15.9,A,8.0,A,33.0,A,9.0,A
USGS,07374000,2014-11-10 21:00,CST,15.9,A,8.0,A,46.0,A,9.0,A
USGS,07374000,2014-11-10 22:00,CST,15.9,A,8.0,A,28.0,A,9.0,A
USGS,07374000,2014-11-10 23:00,CST,15.9,A,8.0,A,26.0,A,9.0,A
USGS,07374000,2014-11-11 00:00,CST,15.9,A,8.0,A,33.0,A,9.0,A
USGS,07374000,2014-11-11 01:00,CST,15.9,A,8.0,A,30.0,A,9.0,A
USGS,07374000,2014-11-11 02:00,CST,15.9,A,8.0,A,39.0,A,9.0,A
USGS,07374000,2014-11-11 03:00,CST,15.9,A,8.0,A,34.0,A,9.0,A
USGS,07374000,2014-11-11 04:00,CST,15.9,A,8.0,A,34.0,A,9.0,A
USGS,07374000,2014-11-11 05:00,CST,15.9,A,8.0,A,35.0,A,9.0,A
USGS,07374000,2014-11-11 06:00,CST,15.9,A,8.0,A,30.0,A,9.0,A
USGS,07374000,2014-11-11 07:00,CST,15.8,A,8.0,A,33.0,A,9.0,A
USGS,07374000,2014-11-11 08:00,CST,15.9,A,8.0,A,35.0,A,9.0,A
USGS,07374000,2014-11-11 09:00,CST,15.9,A,8.0,A,32.0,A,9.0,A
USGS,07374000,2014-11-11 10:00,CST,15.9,A,8.0,A,34.0,A,9.0,A
USGS,07374000,2014-11-11 11:00,CST,15.9,A,7.9,A,33.0,A,9.0,A
USGS,07374000,2014-11-11 12:00,CST,16.0,A,8.0,A,43.0,A,9.1,A
USGS,07374000,2014-11-11 13:00,CST,16.1,A,8.0,A,31.0,A,9.1,A
USGS,07374000,2014-11-11 14:00,CST,16.1,A,8.0,A,34.0,A,9.1,A
USGS,07374000,2014-11-11 15:00,CST,16.0,A,8.0,A,,,9.1,A
USGS,07374000,2014-11-11 16:00,CST,16.0,A,8.0,A,35.0,A,9.1,A
USGS,07374000,2014-11-11 17:00,CST,16.0,A,8.0,A,34.0,A,9.1,A
USGS,07374000,2014-11-11 18:00,CST,16.0,A,7.9,A,36.0,A,9.1,A
USGS,07374000,2014-11-11 19:00,CST,16.0,A,8.0,A,34.0,A,9.0,A
USGS,07374000,2014-11-11 20:00,CST,16.0,A,7.9,A,31.0,A,9.0,A
USGS,07374000,2014-11-11 21:00,CST,16.0,A,7.9,A,34.0,A,9.0,A
USGS,07374000,2014-11-11 22:00,CST,16.0,A,8.0,A,36.0,A,9.1,A
USGS,07374000,2014-11-11 23:00,CST,16.0,A,8.0,A,34.0,A,9.1,A
USGS,07374000,2014-11-12 00:00,CST,16.0,A,8.0,A,32.0,A,9.1,A
USGS,07374000,2014-11-12 01:00,CST,15.9,A,8.0,A,38.0,A,9.1,A
USGS,07374000,2014-11-12 02:00,CST,15.9,A,8.0,A,29.0,A,9.1,A
USGS,07374000,2014-11-12 03:00,CST,15.9,A,8.0,A,30.0,A,9.1,A
USGS,07374000,2014-11-12 04:00,CST,15.9,A,8.0,A,28.0,A,9.1,A
USGS,07374000,2014-11-12 05:00,CST,15.9,A,8.0,A,28.0,A,9.1,A
USGS,07374000,2014-11-12 06:00,CST,15.9,A,8.0,A,29.0,A,9.1,A
USGS,07374000,2014-11-12 07:00,CST,15.8,A,8.0,A,30.0,A,9.1,A
USGS,07374000,2014-11-12 08:00,CST,15.8,A,8.0,A,32.0,A,9.1,A
USGS,07374000,2014-11-12 09:00,CST,15.8,A,8.0,A,31.0,A,9.1,A
USGS,07374000,2014-11-12 10:00,CST,15.8,A,8.0,A,37.0,A,9.1,A
USGS,07374000,2014-11-12 11:00,CST,15.8,A,8.0,A,36.0,A,9.1,A
USGS,07374000,2014-11-12 12:00,CST,15.8,A,8.0,A,30.0,A,9.1,A
USGS,07374000,2014-11-12 13:00,CST,15.7,A,8.0,A,31.0,A,9.1,A
USGS,07374000,2014-11-12 14:00,CST,15.7,A,8.0,A,27.0,A,9.2,A
USGS,07374000,2014-11-12 15:00,CST,15.7,A,8.0,A,26.0,A,9.2,A
USGS,07374000,2014-11-12 16:00,CST,15.6,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-12 17:00,CST,15.6,A,8.0,A,30.0,A,9.2,A
USGS,07374000,2014-11-12 18:00,CST,15.6,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-12 19:00,CST,15.5,A,8.0,A,28.0,A,9.2,A
USGS,07374000,2014-11-12 20:00,CST,15.5,A,8.0,A,32.0,A,9.2,A
USGS,07374000,2014-11-12 21:00,CST,15.4,A,8.0,A,31.0,A,9.2,A
USGS,07374000,2014-11-12 22:00,CST,15.4,A,8.0,A,31.0,A,9.2,A
USGS,07374000,2014-11-12 23:00,CST,15.3,A,8.0,A,35.0,A,9.2,A
USGS,07374000,2014-11-13 00:00,CST,15.3,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-13 01:00,CST,15.2,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-13 02:00,CST,15.2,A,8.0,A,30.0,A,9.2,A
USGS,07374000,2014-11-13 03:00,CST,15.1,A,8.0,A,31.0,A,9.2,A
USGS,07374000,2014-11-13 04:00,CST,15.1,A,8.0,A,27.0,A,9.2,A
USGS,07374000,2014-11-13 05:00,CST,15.1,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-13 06:00,CST,15.0,A,8.0,A,29.0,A,9.2,A
USGS,07374000,2014-11-13 07:00,CST,15.0,A,8.0,A,31.0,A,9.2,A
USGS,07374000,2014-11-13 08:00,CST,14.9,A,8.0,A,32.0,A,9.3,A
USGS,07374000,2014-11-13 09:00,CST,14.9,A,8.0,A,31.0,A,9.3,A
USGS,07374000,2014-11-13 10:00,CST,14.8,A,8.0,A,29.0,A,9.3,A
USGS,07374000,2014-11-13 11:00,CST,14.8,A,8.0,A,31.0,A,9.3,A
USGS,07374000,2014-11-13 12:00,CST,14.8,A,8.0,A,29.0,A,9.3,A
USGS,07374000,2014-11-13 13:00,CST,14.8,A,8.0,A,31.0,A,9.4,A
USGS,07374000,2014-11-13 14:00,CST,14.8,A,8.0,A,32.0,A,9.4,A
USGS,07374000,2014-11-13 15:00,CST,14.8,A,8.0,A,31.0,A,9.4,A
USGS,07374000,2014-11-13 16:00,CST,14.7,A,8.0,A,30.0,A,9.4,A
USGS,07374000,2014-11-13 17:00,CST,14.6,A,8.0,A,28.0,A,9.4,A
USGS,07374000,2014-11-13 18:00,CST,14.6,A,8.0,A,29.0,A,9.4,A
USGS,07374000,2014-11-13 19:00,CST,14.5,A,8.0,A,28.0,A,9.4,A
USGS,07374000,2014-11-13 20:00,CST,14.4,A,8.0,A,34.0,A,9.4,A
USGS,07374000,2014-11-13 21:00,CST,14.4,A,8.0,A,31.0,A,9.4,A
USGS,07374000,2014-11-13 22:00,CST,14.3,A,8.0,A,35.0,A,9.4,A
USGS,07374000,2014-11-13 23:00,CST,14.3,A,8.0,A,27.0,A,9.4,A
USGS,07374000,2014-11-14 00:00,CST,14.2,A,8.0,A,27.0,A,9.4,A
USGS,07374000,2014-11-14 01:00,CST,14.2,A,8.0,A,29.0,A,9.4,A
USGS,07374000,2014-11-14 02:00,CST,14.1,A,8.0,A,30.0,A,9.5,A
USGS,07374000,2014-11-14 03:00,CST,14.0,A,8.0,A,29.0,A,9.4,A
USGS,07374000,2014-11-14 04:00,CST,14.0,A,8.0,A,47.0,A,9.4,A
USGS,07374000,2014-11-14 05:00,CST,13.9,A,8.0,A,30.0,A,9.4,A
USGS,07374000,2014-11-14 06:00,CST,13.9,A,8.0,A,25.0,A,9.5,A
USGS,07374000,2014-11-14 07:00,CST,13.9,A,8.0,A,26.0,A,9.5,A
USGS,07374000,2014-11-14 08:00,CST,13.8,A,8.0,A,28.0,A,9.5,A
USGS,07374000,2014-11-14 09:00,CST,13.8,A,8.0,A,33.0,A,9.5,A
USGS,07374000,2014-11-14 10:00,CST,13.9,A,8.0,A,27.0,A,9.5,A
USGS,07374000,2014-11-14 11:00,CST,14.0,A,8.0,A,23.0,A,9.5,A
USGS,07374000,2014-11-14 12:00,CST,14.0,A,8.0,A,20.0,A,9.6,A
USGS,07374000,2014-11-14 13:00,CST,14.0,A,8.0,A,25.0,A,9.6,A
USGS,07374000,2014-11-14 14:00,CST,14.0,A,8.0,A,28.0,A,9.6,A
USGS,07374000,2014-11-14 15:00,CST,14.0,A,8.0,A,27.0,A,9.6,A
USGS,07374000,2014-11-14 16:00,CST,13.9,A,8.0,A,25.0,A,9.6,A
USGS,07374000,2014-11-14 17:00,CST,13.8,A,8.0,A,21.0,A,9.6,A
USGS,07374000,2014-11-14 18:00,CST,13.8,A,8.0,A,24.0,A,9.6,A
USGS,07374000,2014-11-14 19:00,CST,13.7,A,8.0,A,24.0,A,9.6,A
USGS,07374000,2014-11-14 20:00,CST,13.7,A,8.0,A,24.0,A,9.6,A
USGS,07374000,2014-11-14 21:00,CST,13.6,A,8.0,A,25.0,A,9.6,A
USGS,07374000,2014-11-14 22:00,CST,13.6,A,8.0,A,20.0,A,9.6,A
USGS,07374000,2014-11-14 23:00,CST,13.6,A,8.0,A,27.0,A,9.6,A
USGS,07374000,2014-11-15 00:00,CST,13.5,A,8.0,A,40.0,A,9.6,A
USGS,07374000,2014-11-15 01:00,CST,13.5,A,8.0,A,30.0,A,9.6,A
USGS,07374000,2014-11-15 02:00,CST,13.5,A,8.0,A,21.0,A,9.6,A
USGS,07374000,2014-11-15 03:00,CST,13.4,A,8.0,A,22.0,A,9.6,A
USGS,07374000,2014-11-15 04:00,CST,13.4,A,8.0,A,26.0,A,9.6,A
USGS,07374000,2014-11-15 05:00,CST,13.4,A,8.0,A,24.0,A,9.6,A
USGS,07374000,2014-11-15 06:00,CST,13.3,A,8.0,A,25.0,A,9.6,A
USGS,07374000,2014-11-15 07:00,CST,13.3,A,8.0,A,24.0,A,9.6,A
